"","year","ward","cost","category","program","description"
"204",2012,4,41730,"Streets & Transportation","Street Resurfacing Menu","ON E 49TH ST FROM S DREXEL (W) AV(863 E) TO S ELLIS AV (1000 E)"
"205",2012,4,800,"Beautification","Street Light Pole Painting","ON BERKELEY FROM E 41 PL (4132 S) TO E 42 PL (4228 S)"
"206",2012,4,3850,"Lighting","Street Light Upgrade","ON HARPER FROM E 53 ST (5242 S) TO Dead End (5430 S)"
"207",2012,4,700,"Lighting","Street Light Upgrade","ON 41 FROM S DREXEL AV (900 E) TO S ELLIS AV (942 E)"
"208",2012,4,1400,"Lighting","Street Light Upgrade","ON FORRESTVILLE FROM E 48 ST (4800 S) TO E 49 ST (4900 S)"
"209",2012,4,1400,"Lighting","Street Light Upgrade","ON CHAMPLAIN FROM E 43 ST (4300 S) TO E 44 ST (4400 S)"
"210",2012,4,1200,"Lighting","Street Light Upgrade","ON S ELLIS AVE FROM E 43 ST (4300 S) TO E 44 ST (4400 S)"
"211",2012,4,150000,"Parks & Recreation","Chicago Park District","Sumac Park Playground - 4201 S. Champlain"
"212",2012,5,25000,"Miscellaneous","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S CREGIER AVE (1800 E)"
"213",2012,5,12595,"Plants, Gardens, & Sustainability","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S planter box CREGIER AVE (1800 E)"
"214",2012,5,454404,"Lighting","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S Lights, furniture CREGIER AVE (1800 E)"
"215",2012,5,250000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON E 68TH ST FROM S CREGIER AVE (1800 E) TO S STONY ISLAND AVE E (1600 E)"
"216",2012,5,144000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON ELLIS FROM E 71 ST (7100 S) TO E 73 ST (7300 S)"
"217",2012,5,288000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON DORCHESTER FROM E 67 ST (6700 S) TO E 71 ST (7100 S)"
"218",2012,5,144000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON EAST END FROM E 69 ST (6900 S) TO E 71 ST (7100 S)"
"219",2012,5,2000,"Lighting","Street Light Upgrade","ON 60 FROM S BLACKSTONE AV (1436 E) TO S STONY ISLAND AV (1600 E)"
"220",2012,6,1166,"Miscellaneous","Miscellaneous Other","E 83RD ST & S DR MARTIN LUTHER KING JR DR crosswalk markings"
"221",2012,6,38833,"Streets & Transportation","Street Resurfacing Menu","ON E 85TH ST FROM S STATE ST (0 E) TO S WABASH AV (44 E)"
"222",2012,6,64000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON 66 FROM S UNION AV (700 W) TO S HALSTED ST (800 W)"
"223",2012,6,64000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON UNION FROM W 66 ST (6600 S) TO W MARQUETTE RD (6700 S)"
"224",2012,6,1152000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON ST LAWRENCE FROM E 71 ST (7100 S) TO E 87 ST (8700 S)"
"225",2012,7,100076,"Streets & Transportation","Curb & Gutter Menu","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)"
"226",2012,7,150638,"Streets & Transportation","Curb & Gutter Menu","ON S PAXTON AVE FROM E 90 ST (9000 S) TO E 89 ST (8900 S)"
"227",2012,7,3657,"Streets & Transportation","Curb & Gutter Menu","ON E 74TH ST FROM S OGLESBY AV (2332 E) TO S OGLESBY AV (2332 E)"
"228",2012,7,68566,"Streets & Transportation","Curb & Gutter Menu","ON CRANDON FROM E 96 ST (9540 S) TO E 97 ST (9713 S)"
"229",2012,7,175674,"Streets & Transportation","Curb & Gutter Menu","ON S PHILLIPS AVE FROM E 90 ST (9000 S) TO E 91 ST (9100 S)"
"230",2012,7,183815,"Streets & Transportation","Curb & Gutter Menu","ON S PAXTON AVE FROM E 101 ST (10100 S) TO E 100 ST (10000 S)"
"231",2012,7,5452,"Streets & Transportation","Curb & Gutter Menu","ON S OGLESBY AVE FROM E 95 ST (9500 S) TO E 96 ST (9540 S)"
"232",2012,7,89581,"Streets & Transportation","Curb & Gutter Menu","ON S CRANDON AVE FROM E 96 ST (9540 S) TO E 97 ST (9713 S)"
"233",2012,7,121057,"Streets & Transportation","Curb & Gutter Menu","ON S OGLESBY AVE FROM E 74 ST (7400 S) TO E 73 ST (7300 S)"
"234",2012,7,1768,"Streets & Transportation","Sidewalk Menu","ON S EUCLID AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S)"
"235",2012,7,17046,"Streets & Transportation","Sidewalk Menu","ON E 79TH ST FROM S EXCHANGE (W) AV(2918 E) TO S COMMERCIAL AV (3000 E)"
"236",2012,7,2739,"Streets & Transportation","Sidewalk Menu","ON S LUELLA AVE FROM E 73 ST (7300 S) TO E 74 ST (7400 S)"
"237",2012,7,7658,"Streets & Transportation","Sidewalk Menu","ON S SAGINAW AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 S)"
"238",2012,7,30458,"Streets & Transportation","Sidewalk Menu","ON S ESSEX AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S)"
"239",2012,7,6279,"Streets & Transportation","Sidewalk Menu","ON S ESCANABA AVE FROM E 79 ST (7900 S) TO E 80 ST (8000 S)"
"240",2012,7,6668,"Streets & Transportation","Sidewalk Menu","ON EXCHANGE FROM E 75 ST (7470 S) TO E 76 ST (7570 S)"
"241",2012,7,42840,"Streets & Transportation","Street Resurfacing Menu","ON E 74TH ST FROM S COLES AV (2646 E) TO S SOUTH SHORE DR (2728 E)"
"242",2012,7,128952,"Streets & Transportation","Street Resurfacing Menu","ON S CRANDON AVE FROM E 76 ST (7600 S) TO E 78 ST (7800 S)"
"243",2012,7,75601,"Streets & Transportation","Street Resurfacing Menu","ON S KINGSTON AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 S)"
"244",2012,7,41597,"Streets & Transportation","Street Resurfacing Menu","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)"
"245",2012,7,26510,"Streets & Transportation","Street Resurfacing Menu","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST (10100 S)"
"246",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S BURNHAM AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 S)"
"247",2012,7,1850,"Streets & Transportation","Street Speed Hump Menu","ON E CHELTENHAM PL FROM S COLES AV (3032 E) TO S SOUTH SHORE DR (3098 E)"
"248",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S COLES AVE FROM E 72 ST (7130 S) TO E 73 ST (7231 S)"
"249",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S PHILLIPS AVE FROM E 92 ST (9200 S) TO E 93 ST (9300 S)"
"250",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S BURNHAM AVE FROM E 78 ST (7800 S) TO E 79 ST (7900 S)"
"251",2012,7,7400,"Streets & Transportation","Street Speed Hump Menu","ON S KINGSTON AVE FROM E 73 ST (7300 S) TO E 75 ST (7500 S)"
"252",2012,7,1850,"Streets & Transportation","Street Speed Hump Menu","ON E 89TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)"
"253",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST (10100 S)"
"254",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S LUELLA AVE FROM E 75 ST (7500 S) TO E 76 ST (7600 S)"
"255",2012,8,3257,"Streets & Transportation","Alley Resurfacing Menu","W 75TH ST & W 76TH ST & S RIDGELAND AVE & S CREGIER AVE"
"256",2012,8,2520,"Streets & Transportation","Bollard Menu","ON S CONSTANCE AVE FROM 7500 S TO E 75 ST (7500 S)"
"257",2012,8,5436,"Streets & Transportation","Curb & Gutter Menu","ON S UNIVERSITY AVE FROM E 80 ST (8000 S) TO E 81 ST (8100 S)"
"258",2012,8,57537,"Streets & Transportation","Curb & Gutter Menu","ON E 83RD ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)"
"259",2012,8,10035,"Streets & Transportation","Curb & Gutter Menu","ON S BENNETT AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 S)"
"260",2012,8,3767,"Streets & Transportation","Curb & Gutter Menu","ON S CONSTANCE AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S)"
"261",2012,8,22199,"Streets & Transportation","Curb & Gutter Menu","ON E 86TH ST FROM S DANTE AV (1433 E) TO S BLACKSTONE AV (1504 E)"
"262",2012,8,28180,"Streets & Transportation","Sidewalk Menu","ON S CREGIER AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S)"
"263",2012,8,37672,"Streets & Transportation","Sidewalk Menu","ON S DREXEL AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)"
"264",2012,8,30090,"Streets & Transportation","Sidewalk Menu","ON S EUCLID AVE FROM E 74 ST (7400 S) TO E 75 ST (7500 S)"
"265",2012,8,19180,"Streets & Transportation","Sidewalk Menu","ON S EAST END AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 S)"
"266",2012,8,20831,"Streets & Transportation","Sidewalk Menu","ON S OGLESBY AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 S)"
"267",2012,8,2414,"Streets & Transportation","Sidewalk Menu","ON S AVALON AVE FROM E 97 (N) ST(9656 S) TO E 98 ST (9800 S)"
"268",2012,8,94743,"Streets & Transportation","Sidewalk Menu","ON S MARYLAND AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)"
"269",2012,8,2343,"Streets & Transportation","Sidewalk Menu","ON E 74TH ST FROM S BALDWIN AV (1900 E) TO S JEFFERY BV (2000 E)"
"270",2012,8,71948,"Streets & Transportation","Sidewalk Menu","ON S JEFFERY BLVD FROM E 85 ST (8500 S) TO E 86 ST (8600 S)"
"271",2012,8,12213,"Streets & Transportation","Sidewalk Menu","ON S BLACKSTONE AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 S)"
"272",2012,8,9104,"Streets & Transportation","Sidewalk Menu","ON S KIMBARK AVE FROM S KENWOOD AV (8414 S) TO E 85 ST (8500 S)"
"273",2012,8,1973,"Streets & Transportation","Sidewalk Menu","ON S LUELLA AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)"
"274",2012,8,15188,"Streets & Transportation","Street Bump Outs Menu","ON S CREGIER AVE FROM E 91 ST (9100 S) TO E 92 ST (9200 S)"
"275",2012,8,70500,"Streets & Transportation","Street Resurfacing Menu","ON S BENNETT AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 S)"
"276",2012,8,15659,"Streets & Transportation","Street Resurfacing Menu","ON E 88TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)"
"277",2012,8,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CORNELL AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 S)"
"278",2012,8,3700,"Streets & Transportation","Street Speed Hump Menu","ON S DORCHESTER AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)"
"279",2012,8,6761,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON 85 FROM Dead End (1269 E) TO S AVALON AV (1272 E)"
"280",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON CLYDE FROM E 79 ST (7900 S) TO E 81 ST (8100 S)"
"281",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON CRANDON FROM E 83 ST (8300 S) TO E 85 ST (8500 S)"
"282",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON UNIVERSITY FROM E 95 ST (9500 S) TO E 97 ST (9700 S)"
"283",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON DANTE FROM E 79 ST (7900 S) TO E 81 ST (8100 S)"
"284",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON INGLESIDE FROM E 97 ST (9700 S) TO E 99 ST (9900 S)"
"285",2012,8,128000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON AVALON FROM E 85 ST (8500 S) TO E 87 ST (8700 S)"
"286",2012,8,350,"Lighting","Street Light Upgrade","8836 S EUCLID AVE"
"287",2012,8,350,"Lighting","Street Light Upgrade","837 E 88TH PL"
"288",2012,8,350,"Lighting","Street Light Upgrade","1837 E 90TH ST"
"289",2012,9,700,"Streets & Transportation","Alley Speed Hump Menu","S PARNELL AVE & S NORMAL & E 99TH ST & E 100TH ST"
"290",2012,9,630,"Streets & Transportation","Bollard Menu","ON S LAFAYETTE AVE FROM 10234 S TO W 102 ST (10200 S)"
"291",2012,9,630,"Streets & Transportation","Bollard Menu","ON S PRAIRIE AVE FROM 10714 S TO E 107 ST (10700 S)"
"292",2012,9,79707,"Streets & Transportation","Curb & Gutter Menu","ON S LAFAYETTE AVE FROM W 100 ST (10000 S) TO W 101 ST (10100 S)"
"293",2012,9,93931,"Streets & Transportation","Curb & Gutter Menu","ON E 122ND PL FROM S STATE ST (0 E) TO S MICHIGAN AV"
"294",2012,9,137919,"Streets & Transportation","Curb & Gutter Menu","ON S INDIANA AVE FROM E 116 ST (11638 S) TO E 117 ST (11705 S)"
"295",2012,9,99235,"Streets & Transportation","Curb & Gutter Menu","ON E 93RD ST FROM DR. MARTIN LUTHER KING JR. DR (400 E) TO S EBERHART AV (500 E)"
"296",2012,9,48865,"Streets & Transportation","Curb & Gutter Menu","ON E 99TH PL FROM S STATE ST (0 E) TO Dead End (50 E)"
"297",2012,9,1471,"Streets & Transportation","Guardrail Menu","ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E)"
"298",2012,9,23421,"Streets & Transportation","Sidewalk Menu","ON S PRAIRIE AVE FROM E 101 ST (10100 S) TO E 102 ST (10200 S)"
"299",2012,9,55284,"Streets & Transportation","Sidewalk Menu","ON E 119TH PL FROM S STATE ST (0 E) TO S MICHIGAN AV (100 E)"
"300",2012,9,109555,"Streets & Transportation","Sidewalk Menu","ON S EBERHART AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 S)"
"301",2012,9,3377,"Streets & Transportation","Sidewalk Menu","ON E 101ST PL FROM S ST LAWRENCE AV (600 E) TO S"
"302",2012,9,89121,"Streets & Transportation","Sidewalk Menu","ON S PARNELL AVE FROM W 102 ST (10200 S) TO W 103 ST (10300 S)"
"303",2012,9,3427,"Streets & Transportation","Sidewalk Menu","ON S WENTWORTH AVE FROM W 122 ST (12200 S) TO W 123 ST (12300 S)"
"304",2012,9,16046,"Streets & Transportation","Street Resurfacing Menu","ON W BRAYTON ST FROM W 126 PL (120 W) TO S WENTWORTH AV (200 W)"
"305",2012,9,164345,"Streets & Transportation","Street Resurfacing Menu","ON S UNION AVE FROM W 127 ST (12700 S) TO W 129 PL (12930 S)"
"306",2012,9,39039,"Streets & Transportation","Street Resurfacing Menu","ON E 133RD ST FROM S RIVERDALE AV (560 E) TO S ST LAWRENCE AV (600 E)"
"307",2012,9,11298,"Streets & Transportation","Street Resurfacing Menu","ON S FORRESTVILLE AVE FROM E 132 ST (13200 S) TO E 132 ST (13200 S)"
"308",2012,9,35254,"Streets & Transportation","Street Resurfacing Menu","ON E 122ND ST FROM S MICHIGAN AV (100 E) TO S EDBROOKE AV (134 E)"
"309",2012,9,48991,"Streets & Transportation","Street Resurfacing Menu","ON S LOWE AVE FROM W 128 PL (12832 S) TO W 129 PL (12930 S)"
"310",2012,9,49963,"Streets & Transportation","Street Resurfacing Menu","ON S NORMAL AVE FROM W 128 PL (12832 S) TO W 129 PL (12932 S)"
"311",2012,9,195615,"Streets & Transportation","Street Resurfacing Menu","ON S CORLISS AVE FROM E 111 ST (11100 S) TO E 114 ST (11388 S)"
"312",2012,9,1050,"Lighting","Street Light Upgrade","ON 105 FROM S RHODES AV (532 E) TO S DAUPHIN AV (604 E)"
"313",2012,9,1400,"Lighting","Street Light Upgrade","ON PERRY FROM W 121 ST (12100 S) TO W 122 ST (12200 S)"
"314",2012,9,1050,"Lighting","Street Light Upgrade","ON 104 FROM S RHODES AV (532 E) TO S DAUPHIN AV (623 E)"
"315",2012,9,1559,"Security Cameras","High Definition Camera","POD Camera - 10700 S. Michigan (TPC = $22,500 - 2013 menu $20,941)"
"316",2012,9,7115,"Schools & Libraries","School Projects","Poe School - Playground"
"317",2012,10,25711,"Streets & Transportation","Alley Resurfacing Menu","E 105TH ST & E 106TH ST & S EWING AVE & S AVENUE J"
"318",2012,10,700,"Streets & Transportation","Alley Speed Hump Menu","E 128TH ST & E 129TH ST & S EXCHANGE AVE & S COMMERCIAL AVE"
"319",2012,10,700,"Streets & Transportation","Alley Speed Hump Menu","E 111TH ST & S MACKINAW AVE&E 112TH ST & S GREEN BAY AVE"
"320",2012,10,2537,"Streets & Transportation","Curb & Gutter Menu","ON S COMMERCIAL AVE FROM E 96 ST (9600 S) TO E 97 ST (9700 S)"
"321",2012,10,7100,"Streets & Transportation","Curb & Gutter Menu","ON S EWING AVE FROM E 115 ST (11500 S) TO E 116 ST (11600 S)"
"322",2012,10,3443,"Streets & Transportation","Curb & Gutter Menu","ON S CRANDON AVE FROM E 103 ST (10300 S) TO E 104 ST (10400 S)"
"323",2012,10,61942,"Streets & Transportation","Diagonal Parking Menu","ON S AVENUE M FROM E 106 ST (10600 S) TO E 106 ST (10600 S)"
"324",2012,10,16146,"Streets & Transportation","Guardrail Menu","ON S EWING AVE FROM 9483 S TO E 94 ST (9354 S)"
"325",2012,10,15831,"Streets & Transportation","Sidewalk Menu","ON S BURLEY AVE FROM E 135 ST (13500 S) TO E 136 ST (13600 S)"
"326",2012,10,6615,"Streets & Transportation","Sidewalk Menu","ON S GREEN BAY AVE FROM E 112 ST (11200 S) TO E 113 ST (11300 S)"
"327",2012,10,11715,"Streets & Transportation","Sidewalk Menu","ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End (3152 E)"
"328",2012,10,60630,"Streets & Transportation","Sidewalk Menu","ON S ESCANABA AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)"
"329",2012,10,1950,"Streets & Transportation","Sidewalk Menu","ON S EXCHANGE AVE FROM E 100 ST (10004 S) TO E 101 ST (10100 S)"
"330",2012,10,11071,"Streets & Transportation","Sidewalk Menu","ON S EWING AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 S)"
"331",2012,10,2132,"Streets & Transportation","Sidewalk Menu","ON S AVENUE M FROM E 108 ST (10800 S) TO E 109 ST (10900 S)"
"332",2012,10,23913,"Streets & Transportation","Sidewalk Menu","ON E 135TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E)"
"333",2012,10,13969,"Streets & Transportation","Sidewalk Menu","ON S AVENUE N FROM E 133 ST (13300 S) TO E 134 ST (13400 S)"
"334",2012,10,2637,"Streets & Transportation","Sidewalk Menu","ON S ESCANABA AVE FROM E 132 ST (13200 S) TO S BRAINARD AV (13273 S)"
"335",2012,10,4139,"Streets & Transportation","Sidewalk Menu","ON S MUSKEGON AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)"
"336",2012,10,2874,"Streets & Transportation","Sidewalk Menu","ON S AVENUE H FROM E 106 ST (10600 S) TO E 107 ST (10700 S)"
"337",2012,10,10218,"Streets & Transportation","Sidewalk Menu","ON S AVENUE L FROM E 133 ST (13300 S) TO E 134 ST (13400 S)"
"338",2012,10,45187,"Streets & Transportation","Sidewalk Menu","ON S AVENUE M FROM E 133 ST (13300 S) TO E 134 ST (13400 S)"
"339",2012,10,14450,"Streets & Transportation","Sidewalk Menu","ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S"
"340",2012,10,21899,"Streets & Transportation","Sidewalk Menu","ON E 105TH ST FROM S AVENUE J (3700 E) TO S AVENUE H (3731 E)"
"341",2012,10,5815,"Streets & Transportation","Sidewalk Menu","ON E 118TH ST FROM S AVENUE O (3432 E) TO S EWING AV (3532 E)"
"342",2012,10,540,"Streets & Transportation","Sidewalk Menu","ON S MUSKEGON AVE FROM E 103 ST (10300 S) TO S CALUMET ACCESS RD (10450 S)"
"343",2012,10,3509,"Streets & Transportation","Sidewalk Menu","ON S GREEN BAY AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)"
"344",2012,10,79372,"Streets & Transportation","Sidewalk Menu","ON S BALTIMORE AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 S)"
"345",2012,10,407,"Streets & Transportation","Sidewalk Menu","ON S EWING AVE FROM E 115TH ST (11500 S) TO E 116TH ST (11600 S)"
"346",2012,10,5913,"Streets & Transportation","Sidewalk Menu","ON S BRANDON AVE FROM E 134 ST (13400 S) TO E 135 ST (13500 S)"
"347",2012,10,62840,"Streets & Transportation","Sidewalk Menu","ON E 112TH ST FROM S AVENUE L (3600 E) TO S EWING AV (3632 E)"
"348",2012,10,2722,"Streets & Transportation","Sidewalk Menu","ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133 ST (13300 S)"
"349",2012,10,3785,"Streets & Transportation","Sidewalk Menu","ON S MARQUETTE AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S)"
"350",2012,10,3583,"Streets & Transportation","Sidewalk Menu","13300 S Avenue N"
"351",2012,10,36078,"Streets & Transportation","Sidewalk Menu","ON S BRANDON AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S)"
"352",2012,10,1548,"Streets & Transportation","Sidewalk Menu","ON S AVENUE B FROM E 109 ST (10900 S) TO E 110 ST (11000 S)"
"353",2012,10,36853,"Streets & Transportation","Street Resurfacing Menu","ON E 103RD ST FROM S GREEN BAY AV (3400 E) TO S AVENUE N (3500 E)"
"354",2012,10,97680,"Streets & Transportation","Street Resurfacing Menu","ON E 104TH ST FROM S AVENUE M (3531 E) TO S EWING AV (3632 E)"
"355",2012,10,38056,"Streets & Transportation","Street Resurfacing Menu","ON S ESCANABA AVE FROM E 127 ST (12700 S) TO E 128 ST (12800 S)"
"356",2012,10,98042,"Streets & Transportation","Street Resurfacing Menu","ON E 114TH ST FROM S AVENUE M (3531 E) TO S AVENUE J (3700 E)"
"357",2012,10,44765,"Streets & Transportation","Street Resurfacing Menu","ON S MUSKEGON AVE FROM E 127 ST (12700 S) TO E 128 ST (12800 S)"
"358",2012,10,66361,"Streets & Transportation","Street Resurfacing Menu","ON S AVENUE M FROM E 113 ST (11300 S) TO E 114 ST (11400 S)"
"359",2012,10,48774,"Streets & Transportation","Street Resurfacing Menu","ON E 129TH ST FROM S MANISTEE AV (2800 E) TO S MUSKEGON AV (2837 E)"
"360",2012,10,28060,"Streets & Transportation","Street Resurfacing Menu","ON E 96TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E)"
"361",2012,10,68858,"Streets & Transportation","Street Resurfacing Menu","ON S EXCHANGE AVE FROM E 132 ST (13200 S) TO E 133 ST (13300 S)"
"362",2012,10,47581,"Streets & Transportation","Street Resurfacing Menu","ON S EXCHANGE AVE FROM E 130 ST (13000 S) TO E 131 ST (13100 S)"
"363",2012,10,21217,"Streets & Transportation","Street Resurfacing Menu","ON S BALTIMORE AVE FROM E 130 ST (13000 S) TO E 129 ST (12900 S)"
